x_coordinate,y_coordinate,value
112.53782268219916,45.569518747735415,
93.53782268219823,32.24701874773476,4.369479
126.85282268219989,38.032018747735044,
86.13282268219787,23.179518747734306,
87.15532268219792,36.742018747734974,4.685125
122.19032268219965,29.034518747734598,6.2985053
117.0603226821994,48.70201874773557,3.9289854
98.43532268219847,19.97701874773415,
82.7553226821977,43.81951874773533,2.1447418
123.69782268219973,39.399518747735115,5.8691483
93.58282268219824,22.29951874773426,
95.60282268219834,18.552018747734074,
107.0078226821989,50.14701874773564,
87.60282268219794,46.66201874773547,3.1400769
125.58532268219983,19.34701874773412,
82.39282268219768,44.97201874773539,2.1991348
124.02782268219974,47.392018747735506,3.9812381
134.69282268220027,27.607018747734525,
76.23782268219738,51.08951874773569,
89.83782268219805,50.114518747735644,
85.57282268219784,18.727018747734085,
121.55782268219963,37.78951874773503,5.8691053
90.78032268219809,35.2420187477349,5.6487927
112.61282268219918,34.30701874773486,3.285237
79.01032268219751,32.787018747734784,
77.05782268219741,35.0920187477349,
94.07532268219826,41.60951874773522,4.1046686
111.48032268219913,17.482018747734024,
108.55032268219898,25.86951874773444,1.8958538
92.10782268219816,19.99201874773415,
131.4378226822001,46.74951874773548,3.622591
103.93782268219874,50.05951874773564,
128.22282268219996,44.94201874773539,3.2215781
76.8003226821974,17.82201874773404,
106.27282268219886,47.984518747735535,
87.64782268219794,33.384518747734816,4.001383
131.61282268220012,30.667018747734677,
84.47032268219778,34.19201874773485,5.65088
91.12782268219811,30.854518747734687,3.2694309
129.4153226822,25.26201874773441,
111.65282268219913,29.312018747734612,3.1492822
97.53282268219843,43.81201874773533,
104.20032268219876,33.88201874773483,2.9911737
120.68782268219958,38.04201874773504,5.9144673
123.46532268219971,48.792018747735575,2.7371445
109.83782268219903,42.68951874773528,
83.49282268219773,21.147018747734208,
79.29532268219752,43.70951874773532,
105.95282268219884,28.374518747734562,1.5144556
95.43532268219832,47.88701874773553,
86.05282268219786,39.1720187477351,3.5531728
123.1903226821997,33.75951874773483,
110.9203226821991,41.42201874773521,4.685284
113.34532268219921,43.74451874773533,4.578268
134.62782268220028,20.9845187477342,
125.62282268219982,30.70951874773468,
125.1053226821998,47.129518747735496,3.9425304
96.03532268219836,35.47701874773492,2.3753085
85.05032268219782,50.46951874773566,
98.22532268219847,31.727018747734732,4.587007
121.49032268219962,52.58951874773577,0.9620142
125.2228226821998,33.512018747734814,
99.97782268219855,51.92701874773573,
88.33282268219797,23.759518747734337,
109.48282268219901,33.2045187477348,3.6266487
74.49282268219729,33.117018747734804,
129.87282268220002,24.27951874773436,
103.24532268219872,52.844518747735776,
90.68532268219809,25.609518747734427,
84.04032268219775,40.869518747735185,3.0623863
101.82282268219865,29.0870187477346,11.372169
103.76282268219873,33.77451874773483,8.836791
116.50532268219936,45.50951874773541,3.6258373
82.16782268219767,32.40451874773476,3.2842822
92.9428226821982,29.862018747734638,3.905242
84.17032268219776,32.08951874773474,3.5723603
81.65282268219764,17.54701874773403,
115.1003226821993,18.949518747734096,
77.35532268219742,46.44951874773546,
120.40532268219957,23.25201874773431,
114.40032268219926,25.984518747734445,1.7712727
89.35532268219802,23.987018747734346,
82.43782268219768,32.73701874773478,4.7616463
115.41032268219931,41.917018747735234,4.7578964
96.55032268219838,36.28201874773495,3.9608445
126.83532268219989,38.81451874773508,
97.61782268219844,26.68451874773448,
103.52282268219872,24.382018747734367,5.1487603
85.39282268219783,21.822018747734237,
122.86782268219969,25.632018747734428,
76.24782268219737,49.1745187477356,
131.87532268220014,33.517018747734824,
115.33782268219932,26.342018747734464,2.043042
80.87282268219761,37.694518747735025,3.448152
76.58282268219739,52.614518747735765,
93.26532268219822,46.85701874773548,
120.70282268219958,39.547018747735116,6.4040966
119.33532268219952,28.202018747734556,2.2269528
108.965322682199,39.147018747735096,3.7521179
77.41782268219742,31.127018747734702,
107.82532268219893,31.134518747734703,2.0401764
117.63532268219943,20.679518747734186,
125.60782268219982,30.312018747734662,
90.47532268219808,29.92451874773464,5.360142
121.3078226821996,32.632018747734776,5.8414993
84.24532268219777,19.557018747734126,
123.36032268219971,48.04201874773554,4.0235868
107.96032268219895,38.15201874773505,3.8952549
74.10282268219727,41.44951874773521,
92.8628226821982,46.43951874773546,
110.45532268219907,48.83951874773558,
92.09032268219816,50.30201874773565,
82.21282268219767,36.09451874773495,3.7149816
88.900322682198,47.80201874773553,1.7532545
113.1603226821992,22.704518747734284,2.8187969
125.41032268219982,47.769518747735525,3.646675
73.96282268219726,22.572018747734276,
90.58532268219808,27.86201874773454,
111.0428226821991,47.129518747735496,
85.05282268219781,48.91701874773558,
110.59282268219908,31.31451874773471,1.5785223
127.65032268219991,44.25701874773535,1.8078787
82.14532268219767,30.74451874773468,2.2629502
129.53532268220002,49.384518747735605,
114.76532268219928,50.40201874773566,
113.82782268219924,32.33451874773476,3.0474057
92.71032268219818,44.05951874773534,4.6769557
109.23532268219901,38.91951874773509,3.809544
117.25032268219941,38.21951874773505,3.2685227
99.92532268219855,42.35701874773526,4.7096515
110.00032268219906,27.504518747734522,2.8316526
96.19532268219837,37.709518747735025,3.849053
98.28532268219847,16.722018747733983,
119.51532268219952,39.287018747735104,5.9657683
87.57782268219793,39.41201874773511,4.024359
105.17532268219881,37.304518747735,4.010454
74.6878226821973,49.79451874773563,
95.81782268219834,52.28701874773575,
128.7853226822,29.51701874773462,
87.75282268219794,44.03951874773534,1.5353625
127.36032268219991,38.74951874773508,
94.26282268219826,18.44701874773407,
120.91032268219959,42.94951874773529,4.8943853
131.42282268220012,24.919518747734394,
97.47282268219843,48.02701874773554,
103.93782268219874,50.567018747735666,
125.16032268219979,41.00701874773519,1.4120543
103.47282268219872,52.47701874773576,
85.35282268219783,34.39951874773486,3.7478323
81.50532268219763,35.26451874773491,10.326924
109.80782268219903,47.184518747735495,
82.72282268219769,42.692018747735275,3.4239383
128.40032268219997,51.04201874773569,
79.43032268219753,48.199518747735546,
102.03782268219865,37.174518747735,3.693931
134.49282268220026,52.49701874773576,
98.7103226821985,47.84951874773553,
100.07532268219856,31.90201874773474,3.2137506
108.28032268219897,46.20451874773545,
120.28532268219956,31.642018747734728,2.3838449
103.65532268219873,38.15701874773505,4.202572
107.95032268219894,37.062018747734996,2.8363984
124.73532268219978,46.50451874773546,4.0346556
132.32532268220015,46.11701874773544,3.938012
128.10532268219995,50.68451874773567,
109.62282268219903,18.16201874773406,5.013271
78.63032268219749,42.28201874773525,
84.8428226821978,45.65701874773542,4.232296
79.40532268219752,34.34201874773486,4.208881
96.09032268219836,24.317018747734362,
97.52282268219842,47.82451874773553,
84.7428226821978,26.68451874773448,
87.45282268219793,34.94951874773489,4.8955207
107.58782268219892,36.139518747734954,2.5552979
97.95782268219845,20.16951874773416,
132.00282268220013,26.597018747734477,
116.43032268219937,42.18201874773525,4.1546526
84.46532268219778,31.87201874773474,3.3544834
125.97282268219985,41.05701874773519,2.5378299
87.43032268219793,53.1645187477358,
79.72282268219755,52.60951874773577,
89.13282268219801,30.629518747734675,4.7311034
130.64782268220006,23.27701874773431,
113.54782268219923,42.32201874773526,5.258579
113.59782268219922,23.63951874773433,0.89155775
129.1803226822,52.522018747735764,
94.37532268219827,18.319518747734065,
92.17032268219816,29.972018747734644,4.8700767
120.85782268219958,31.90951874773474,5.3285947
83.49532268219774,53.3070187477358,
113.48782268219922,44.65451874773537,5.1858077
91.52282268219813,51.177018747735694,
116.53032268219937,51.837018747735726,
78.60032268219749,17.387018747734018,
103.83782268219875,20.134518747734155,
82.73282268219769,31.33201874773471,3.9448698
76.8403226821974,36.19701874773495,10.04774
94.38532268219828,51.12451874773569,
105.46532268219883,17.804518747734036,
113.17532268219921,29.777018747734633,3.486351
111.77782268219914,23.51451874773432,1.9270015
85.84282268219785,33.88951874773484,4.399845
101.62782268219863,27.954518747734543,2.7078617
91.96032268219815,29.27701874773461,2.9622343
132.26532268220015,41.539518747735215,
122.27782268219966,48.892018747735584,2.1540267
104.54032268219878,45.2495187477354,
77.42532268219743,43.517018747735314,
107.60032268219894,51.04951874773569,
109.38282268219902,37.562018747735024,2.6235228
77.38282268219743,27.354518747734513,
133.07532268220018,25.409518747734417,
86.19532268219787,45.54201874773541,2.996954
112.15032268219915,26.939518747734493,2.3975594
92.33782268219818,17.699518747734032,
103.25282268219871,36.10451874773494,3.2505643
106.90032268219889,44.877018747735384,
88.63782268219799,35.67951874773493,4.8779407
109.52532268219903,51.552018747735715,
105.94032268219885,33.29201874773481,1.0034245
90.97782268219811,27.347018747734513,
75.00782268219731,42.20701874773525,
105.1553226821988,35.869518747734936,2.8891265
